"","processo","digital","situacao","cd_processo","v1","area","assunto","classe","distribuicao","orgao_julgador","origem","outros_numeros","processo_principal","recurso","relator","revisor","secao","ultima_carga","valor_da_acao","volume_apenso"
"2567","10124929020188260320",FALSE,NA,"RI006FVD30000","
                        
                            
                        
                    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2568","10124929020188260320",FALSE,NA,"RI006FVD30000"," 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2569","10125016220198260564",TRUE,"Julgado","RI0063YWT0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 1ª Câmara de Direito Privado
","Comarca de São Bernardo do Campo / Foro de São Bernardo do Campo / 8ª Vara Cível",NA,NA,NA,"ALEXANDRE MARCONDES",NA," Direito Privado 1
",NA,"31.000,00","1 / 0"
"2570","10125024020178260007",TRUE,"Encerrado","RI005O7GW0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 6ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Itaquera / 5ª Vara Cível",NA,NA,NA,"ENÉAS COSTA GARCIA",NA," Direito Privado 1
",NA,"60.000,00","1 / 0"
"2571","10125158520158260564",FALSE,NA,"RI00631MO0000","
                        
                            
                        
                    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2572","10125158520158260564",FALSE,NA,"RI00631MO0000"," 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2573","10125188020148260562",FALSE,NA,"RI00631WA0000","
                        
                            
                        
                    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2574","10125188020148260562",FALSE,NA,"RI00631WA0000"," 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2575","10125198520178260004",TRUE,"Encerrado","RI006RV7K0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 1ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional da Lapa / 2ª Vara Cível","
                            
                            
                                    0155245-90.2003.8.26.0100
                            
                        ",NA,NA,"LUIZ ANTONIO DE GODOY",NA," Direito Privado 1
",NA,"150.000,00","1 / 0"
"2576","10125238620208260564",TRUE,"Encerrado","RI006Z3NG0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 5ª Câmara de Direito Privado
","Comarca de São Bernardo do Campo / Foro de São Bernardo do Campo / 9ª Vara Cível","
                            
                            
                                    0006612-76.2021.8.26.0564
                            
                        ",NA,NA,"MOREIRA VIEGAS",NA," Direito Privado 1
",NA,"11.686,74","1 / 0"
"2577","10125283520178260590",TRUE,"Encerrado","RI006LGF20000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 10ª Câmara de Direito Privado
","Comarca de São Vicente / Foro de São Vicente / 3ª Vara Cível",NA,NA,NA,"JAIR DE SOUZA",NA," Direito Privado 1
",NA,"281.100,00","1 / 0"
"2578","10125411720158260004",TRUE,"Julgado","RI006YV1U0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 5ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional da Lapa / 2ª Vara Cível",NA,NA,NA,"JAMES SIANO",NA," Direito Privado 1
",NA,"78.800,00","1 / 0"
"2579","10125553220188260477",TRUE,"Encerrado","RI006TK0X0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 4ª Câmara de Direito Privado
","Comarca de Praia Grande / Foro de Praia Grande / 1ª Vara Cível",NA,NA,NA,"ALCIDES LEOPOLDO",NA," Direito Privado 1
",NA,"27.800,00","1 / 0"
"2580","10125653320168260320",TRUE,"Encerrado","RI004Y4640000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 7ª Câmara de Direito Privado
","Comarca de Limeira / Foro de Limeira / 3ª Vara Cível","
                            
                            
                                    1009204-71.2017.8.26.0320
                            
                        ",NA,NA,"LUIS MARIO GALBETTI",NA," Direito Privado 1
",NA,"4.284.555,00","1 / 0"
"2581","10125838420168260019",TRUE,"Encerrado","RI005FPWP0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 8ª Câmara de Direito Privado
","Comarca de Americana / Foro de Americana / 3ª Vara Cível",NA,NA,NA,"ALEXANDRE COELHO",NA," Direito Privado 1
",NA,"49.672,84","1 / 0"
"2582","10125980820138260068",TRUE,"Encerrado","RI003WU8O0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 4ª Câmara de Direito Privado
","Comarca de Barueri / Foro de Barueri / 5ª Vara Cível",NA,NA,NA,"MARIA CLÁUDIA BEDOTTI",NA," Direito Privado 1
",NA,"70.000,00","1 / 0"
"2583","10126065420188260344",FALSE,NA,"RI00714AD0000","
                        
                            
                        
                    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2584","10126065420188260344",FALSE,NA,"RI00714AD0000"," 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2585","10126080920208260003",TRUE,"Encerrado","RI0069BF70000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 7ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Jabaquara / 3ª Vara Cível",NA,NA,NA,"LUIZ ANTONIO COSTA",NA," Direito Privado 1
",NA,"23.000,00","1 / 0"
"2586","10126203420208260161",TRUE,"Encerrado","RI006GS650000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 5ª Câmara de Direito Privado
","Comarca de Diadema / Foro de Diadema / 1ª Vara Cível",NA,NA,NA,"RODOLFO PELLIZARI",NA," Direito Privado 1
",NA,"20.000,00","1 / 0"
"2587","10126341520178260002",TRUE,"Encerrado","RI0056HQX0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 6ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Santo Amaro / 2ª Vara Cível",NA,NA,NA,"ANA MARIA BALDY",NA," Direito Privado 1
",NA,"430.000,00","1 / 0"
"2588","10126603920198260003",TRUE,"Encerrado","RI006VHY00000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 9ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Jabaquara / 6ª Vara Cível",NA,NA,NA,"MÁRCIO BOSCARO",NA," Direito Privado 1
",NA,"68.751,70","1 / 0"
"2589","10126692020188260008",TRUE,"Encerrado","RI006MTDJ0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 3ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 25ª Vara Cível",NA,NA,NA,"JOÃO PAZINE NETO",NA," Direito Privado 1
",NA,"900.000,00","1 / 0"
"2590","10126720920188260223",TRUE,NA,"RI006LBFI0000",NA,"Cível","DIREITO CIVIL - Responsabilidade Civil"," Apelação Cível
",NA," 35ª Câmara de Direito Privado
","Comarca de Guarujá / Foro de Guarujá / 1ª Vara Cível",NA,NA,NA,"MOURÃO NETO",NA," Direito Privado 3
",NA,"26.240,00","1 / 0"
"2591","10126774520148260005",TRUE,"Encerrado","RI005U3150000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 1ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de São Miguel Paulista / 4ª Vara Cível",NA,NA,NA,"AUGUSTO REZENDE",NA," Direito Privado 1
",NA,"509.696,00","1 / 0"
"2592","10127074620188260068",TRUE,"Encerrado","RI006WVZX0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 8ª Câmara de Direito Privado
","Comarca de Barueri / Foro de Barueri / Vara da Fazenda Pública",NA,NA,NA,"PEDRO DE ALCÂNTARA DA SILVA LEME FILHO",NA," Direito Privado 1
",NA,"19.080,00","1 / 0"
"2593","10127474520158260161",TRUE,"Encerrado","RI0035TAF0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Material-Erro Médico"," Apelação Cível
",NA," 30ª Câmara Extraordinária de Direito Privado
","Comarca de Diadema / Foro de Diadema / 1ª Vara Cível",NA,NA,NA,"MAIA DA CUNHA",NA," Direito Privado 1
",NA,"1.500.000,00","1 / 0"
"2594","10127474520158260161",TRUE,"Encerrado","RI005UJJ60000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 4ª Câmara de Direito Privado
","Comarca de Diadema / Foro de Diadema / 1ª Vara Cível",NA,NA,NA,"FÁBIO QUADROS",NA," Direito Privado 1
",NA,"1.500.000,00","1 / 0"
"2595","10127709120178260590",TRUE,"Encerrado","RI004V4HM0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 6ª Câmara de Direito Privado
","Comarca de São Vicente / Foro de São Vicente / 2ª Vara Cível",NA,NA,NA,"COSTA NETTO",NA," Direito Privado 1
",NA,"200.000,00","1 / 0"
"2596","10127806220208260451",TRUE,"Encerrado","RI006G1HJ0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 4ª Câmara de Direito Privado
","Comarca de Piracicaba / Foro de Piracicaba / 1ª Vara Cível",NA,NA,NA,"MARCIA DALLA DÉA BARONE",NA," Direito Privado 1
",NA,"5.963,23","1 / 0"
"2597","10128002820188260482",FALSE,NA,"RI0074LHS0000","
                        
                            
                        
                    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2598","10128002820188260482",FALSE,NA,"RI0074LHS0000"," 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2599","10128066520178260451",FALSE,NA,"RI005TF0Q0000","
                        
                            
                        
                    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2600","10128066520178260451",FALSE,NA,"RI005TF0Q0000"," 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2601","10128243520148260114",TRUE,"Encerrado","RI004KQQ40000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 6ª Câmara de Direito Privado
","Comarca de Campinas / Foro de Campinas / 7ª Vara Cível",NA,NA,NA,"RODOLFO PELLIZARI",NA," Direito Privado 1
",NA,"35.720,00","1 / 0"
"2602","10128474320198260554",TRUE,"Encerrado","RI006I4UO0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 6ª Câmara de Direito Privado
","Comarca de Santo André / Foro de Santo André / 1ª Vara Cível",NA,NA,NA,"CHRISTIANO JORGE",NA," Direito Privado 1
",NA,"45.455,00","1 / 0"
"2603","10128557720178260008",TRUE,"Encerrado","RI004TGU00000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 9ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Tatuapé / 1ª Vara Cível",NA,NA,NA,"CÉSAR PEIXOTO",NA," Direito Privado 1
",NA,"15.000,00","1 / 0"
"2604","10128606620178260019",TRUE,"Encerrado","RI0069Z880000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 8ª Câmara de Direito Privado
","Comarca de Americana / Foro de Americana / 2ª Vara Cível",NA,NA,NA,"CLARA MARIA ARAÚJO XAVIER",NA," Direito Privado 1
",NA,"150.857,00","1 / 0"
"2605","10128613120198260003",FALSE,NA,"RI006SXHX0000","
                        
                            
                        
                    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2606","10128613120198260003",FALSE,NA,"RI006SXHX0000"," 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2607","10128663020178260001",TRUE,"Encerrado","RI00640VN0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 3ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Santana / 2ª Vara Cível",NA,NA,NA,"CARLOS ALBERTO DE SALLES",NA," Direito Privado 1
",NA,"200.000,00","1 / 0"
"2608","10128724320188260020",FALSE,NA,"RI006O5RS0000","
                        
                            
                        
                    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2609","10128724320188260020",FALSE,NA,"RI006O5RS0000"," 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2610","10129224220178260590",TRUE,"Encerrado","RI004W9RD0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 1ª Câmara de Direito Privado
","Comarca de São Vicente / Foro de São Vicente / 6ª Vara Cível",NA,NA,NA,"RUI CASCALDI",NA," Direito Privado 1
",NA,"18.540,00","1 / 0"
"2611","10129436220168260037",TRUE,"Encerrado","RI006BZKT0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 8ª Câmara de Direito Privado
","Comarca de Araraquara / Foro de Araraquara / 1ª Vara Cível",NA,NA,NA,"SILVÉRIO DA SILVA",NA," Direito Privado 1
",NA,"60.000,00","1 / 0"
"2612","10129526020158260004",TRUE,"Encerrado","RI006FL830000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 8ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional da Lapa / 3ª Vara Cível",NA,NA,NA,"CLARA MARIA ARAÚJO XAVIER",NA," Direito Privado 1
",NA,"100.000,00","1 / 0"
"2613","10129657220158260032",TRUE,"Encerrado","RI005Y9JL0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 5ª Câmara de Direito Privado
","Comarca de Araçatuba / Foro de Araçatuba / 2ª Vara Cível",NA,NA,NA,"J.L. MÔNACO DA SILVA",NA," Direito Privado 1
",NA,"157.600,00","1 / 0"
"2614","10129752520148260009",TRUE,"Encerrado","RI003E7CC0000",NA,"Cível","DIREITO DO CONSUMIDOR - Contratos de Consumo - Planos de Saúde"," Apelação Cível
",NA," 2ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Vila Prudente / 1ª Vara Cível",NA,NA,NA,"GIFFONI FERREIRA",NA," Direito Privado 1
",NA,"36.200,00","1 / 0"
"2615","10129752520148260009",TRUE,"Encerrado","RI0065BUZ0000",NA,"Cível","DIREITO CIVIL - Responsabilidade Civil"," Apelação Cível
",NA," 2ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Vila Prudente / 1ª Vara Cível",NA,NA,NA,"GIFFONI FERREIRA",NA," Direito Privado 1
",NA,"36.200,00","1 / 0"
"2616","10129752520148260009",TRUE,"Encerrado","RI006XDYI0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 2ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Vila Prudente / 1ª Vara Cível",NA,NA,NA,"GIFFONI FERREIRA",NA," Direito Privado 1
",NA,"36.200,00","1 / 0"
"2617","10129975720188260037",TRUE,"Encerrado","RI006CNM00000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 7ª Câmara de Direito Privado
","Comarca de Araraquara / Foro de Araraquara / 2ª Vara Cível","
                            
                            
                                    1012997-57.2018.8.26.0037
                            
                        ",NA,NA,"JOSÉ RUBENS QUEIROZ GOMES",NA," Direito Privado 1
",NA,"95.794,00","1 / 0"
"2618","10129975720188260037",TRUE,"Encerrado","RI006X94S0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 7ª Câmara de Direito Privado
","Comarca de Araraquara / Foro de Araraquara / 2ª Vara Cível",NA,NA,NA,"JOSÉ RUBENS QUEIROZ GOMES",NA," Direito Privado 1
",NA,"95.794,00","1 / 0"
"2619","10130163420188260564",TRUE,"Encerrado","RI005YTMU0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 7ª Câmara de Direito Privado
","Comarca de São Bernardo do Campo / Foro de São Bernardo do Campo / 7ª Vara Cível",NA,NA,NA,"MARY GRÜN",NA," Direito Privado 1
",NA,"52.730,00","1 / 0"
"2620","10130371520168260100",TRUE,"Encerrado","RI0056D4L0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 1ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 8ª Vara Cível",NA,NA,NA,"ALEXANDRE MARCONDES",NA," Direito Privado 1
",NA,"50.000,00","1 / 0"
"2621","10130414720198260100",FALSE,NA,"RI0070LVF0000","
                        
                            
                        
                    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2622","10130414720198260100",FALSE,NA,"RI0070LVF0000"," 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2623","10130688620178260007",TRUE,"Encerrado","RI006MSNC0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 10ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 23ª Vara Cível",NA,NA,NA,"J.B. PAULA LIMA",NA," Direito Privado 1
",NA,"506.586,50","1 / 0"
"2624","10130966620178260003",TRUE,"Encerrado","RI0065Q150000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 6ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Jabaquara / 5ª Vara Cível",NA,NA,NA,"MARCUS VINICIUS RIOS GONÇALVES",NA," Direito Privado 1
",NA,"200.000,00","1 / 0"
"2625","10131166120158260477",TRUE,"Julgado","RI0056IHE0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 7ª Câmara de Direito Privado
","Comarca de Praia Grande / Foro de Praia Grande / 3ª Vara Cível","
                            
                            
                                    0002029-91.2016.8.26.0477
                            
                        ",NA,NA,"LUIZ ANTONIO COSTA",NA," Direito Privado 1
",NA,"204.677,00","1 / 0"
"2626","10131221220168260161",TRUE,"Encerrado","RI005XAUY0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 4ª Câmara de Direito Privado
","Comarca de Diadema / Foro de Diadema / 4ª Vara Cível",NA,NA,NA,"NATAN ZELINSCHI DE ARRUDA",NA," Direito Privado 1
",NA,"50.000,00","1 / 0"
"2627","10131304220198260562",TRUE,"Encerrado","RI0062LPX0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 1ª Câmara de Direito Privado
","Comarca de Santos / Foro de Santos / 7ª Vara Cível",NA,NA,NA,"RUI CASCALDI",NA," Direito Privado 1
",NA,"103.241,96","1 / 0"
